"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"SPICEJET","EQ","02-Jan-2020","        116.40","        117.10","        117.25","        111.50","        114.05","        113.90","        113.95","    1472014","           167740735.80","      14761","     402935","         27.37"
"SPICEJET","EQ","03-Jan-2020","        113.90","        113.60","        113.60","        105.30","        105.90","        106.20","        107.93","    3013776","           325274231.15","      25770","    1425669","         47.31"
"SPICEJET","EQ","06-Jan-2020","        106.20","        105.80","        110.70","        101.50","        105.75","        104.90","        106.43","    3747741","           398855686.15","      26517","    1172593","         31.29"
"SPICEJET","EQ","07-Jan-2020","        104.90","        107.00","        107.95","        100.55","        101.80","        101.50","        103.06","    2212173","           227991111.00","      22799","     996071","         45.03"
"SPICEJET","EQ","08-Jan-2020","        101.50","         99.50","        100.15","         96.50","         99.50","         99.25","         98.65","    2527181","           249311822.10","      17622","    1130134","         44.72"
"SPICEJET","EQ","09-Jan-2020","         99.25","        103.10","        109.60","        103.10","        106.30","        106.30","        106.32","    4502983","           478740946.05","      30745","     915954","         20.34"
"SPICEJET","EQ","10-Jan-2020","        106.30","        108.90","        109.10","        105.00","        106.00","        106.10","        106.94","    1520758","           162627619.25","      13408","     429129","         28.22"
"SPICEJET","EQ","13-Jan-2020","        106.10","        106.25","        106.25","        103.60","        104.10","        104.20","        104.43","    1233045","           128765030.15","      10483","     621040","         50.37"
"SPICEJET","EQ","14-Jan-2020","        104.20","        104.50","        106.00","        103.15","        104.70","        104.95","        104.56","    1398168","           146185777.40","      17100","     626203","         44.79"
"SPICEJET","EQ","15-Jan-2020","        104.95","        105.00","        105.30","        103.50","        104.60","        104.45","        104.27","     644976","            67248696.00","      14449","     320505","         49.69"
"SPICEJET","EQ","16-Jan-2020","        104.45","        105.30","        105.95","        103.60","        103.95","        104.10","        104.84","     845437","            88632388.30","      16847","     373056","         44.13"
"SPICEJET","EQ","17-Jan-2020","        104.10","        103.60","        104.70","        102.70","        103.10","        103.15","        103.77","     979788","           101671222.75","      13939","     528704","         53.96"
"SPICEJET","EQ","20-Jan-2020","        103.15","        104.45","        105.10","        102.10","        102.75","        102.80","        103.55","    1283583","           132914330.40","      20222","     539777","         42.05"
"SPICEJET","EQ","21-Jan-2020","        102.80","        102.10","        102.70","        101.25","        101.50","        101.65","        101.92","     695955","            70933758.10","      12417","     340286","         48.89"
"SPICEJET","EQ","22-Jan-2020","        101.65","        102.00","        102.00","         97.50","         97.75","         97.85","         98.41","    3258600","           320681375.30","      51876","    2043186","         62.70"
"SPICEJET","EQ","23-Jan-2020","         97.85","        100.00","        103.00","         98.55","         99.05","         99.00","        100.27","    1838419","           184342892.00","      16028","     857403","         46.64"
"SPICEJET","EQ","24-Jan-2020","         99.00","        101.10","        101.55","         98.40","         98.70","         98.80","        100.15","    2339093","           234270355.85","      19799","    1109028","         47.41"
"SPICEJET","EQ","27-Jan-2020","         98.80","         99.00","        100.90","         98.30","         98.90","         98.75","         99.47","    1066067","           106040368.80","      12355","     466121","         43.72"
"SPICEJET","EQ","28-Jan-2020","         98.75","        101.80","        102.40","         99.00","         99.80","         99.80","        100.81","    1965851","           198172839.70","      17285","     659194","         33.53"
"SPICEJET","EQ","29-Jan-2020","         99.80","        100.15","        100.75","         98.70","         98.70","         98.90","         99.36","     747069","            74230050.45","       6662","     348392","         46.63"
"SPICEJET","EQ","30-Jan-2020","         98.90","         99.40","         99.45","         96.05","         96.75","         96.65","         96.97","    1119440","           108555488.40","      12482","     649041","         57.98"
"SPICEJET","EQ","31-Jan-2020","         96.65","         97.00","         97.65","         96.00","         96.45","         96.50","         96.62","     621193","            60016728.75","       5019","     284029","         45.72"
"SPICEJET","EQ","01-Feb-2020","         96.50","         96.20","         97.50","         92.50","         93.75","         93.60","         95.51","     918148","            87690604.55","       8335","     405989","         44.22"
"SPICEJET","EQ","03-Feb-2020","         93.60","         94.00","         95.00","         91.15","         91.50","         91.95","         93.32","    1348135","           125807500.00","      11257","     803879","         59.63"
"SPICEJET","EQ","04-Feb-2020","         91.95","         93.30","         94.90","         91.20","         91.80","         91.95","         92.76","    1600149","           148431671.65","      18920","     934576","         58.41"
"SPICEJET","EQ","05-Feb-2020","         91.95","         92.10","         93.50","         91.00","         92.70","         92.70","         92.57","    1532626","           141872939.20","      13920","     640880","         41.82"
"SPICEJET","EQ","06-Feb-2020","         92.70","         93.00","         93.60","         91.40","         91.60","         91.75","         92.17","    1045181","            96337518.70","       9474","     546366","         52.27"
"SPICEJET","EQ","07-Feb-2020","         91.75","         91.75","         92.50","         91.30","         91.55","         91.60","         91.84","     828454","            76082439.10","       7637","     397352","         47.96"
"SPICEJET","EQ","10-Feb-2020","         91.60","         91.75","         91.90","         90.55","         90.85","         90.80","         91.03","     466504","            42465414.25","       5174","     245356","         52.59"
"SPICEJET","EQ","11-Feb-2020","         90.80","         90.90","         91.25","         90.25","         90.30","         90.60","         90.74","     566708","            51423324.95","       6182","     319659","         56.41"
"SPICEJET","EQ","12-Feb-2020","         90.60","         90.60","         90.90","         87.60","         87.95","         87.95","         88.34","    1395593","           123291148.15","      11415","     880214","         63.07"
"SPICEJET","EQ","13-Feb-2020","         87.95","         88.00","         88.15","         83.60","         85.00","         84.70","         85.02","    2421225","           205855531.55","      15791","    1480456","         61.14"
"SPICEJET","EQ","14-Feb-2020","         84.70","         85.00","         93.40","         81.60","         88.00","         89.15","         89.12","   14348580","          1278723711.00","      84790","    3708934","         25.85"
"SPICEJET","EQ","17-Feb-2020","         89.15","         89.30","         89.30","         85.10","         87.05","         86.45","         87.01","    2644118","           230067781.80","      17180","    1407765","         53.24"
"SPICEJET","EQ","18-Feb-2020","         86.45","         86.50","         86.70","         82.60","         83.65","         84.05","         83.93","    1339142","           112398809.90","      10539","     677719","         50.61"
"SPICEJET","EQ","19-Feb-2020","         84.05","         84.25","         89.70","         83.60","         87.80","         87.70","         87.40","    3149122","           275221413.45","      20503","     717490","         22.78"
"SPICEJET","EQ","20-Feb-2020","         87.70","         87.80","         94.20","         86.55","         92.70","         92.85","         91.03","    6435604","           585834736.85","      37871","    2400851","         37.31"
"SPICEJET","EQ","24-Feb-2020","         92.85","         90.00","         92.20","         85.95","         86.50","         86.60","         89.46","    2388487","           213677938.10","      15859","    1045236","         43.76"
"SPICEJET","EQ","25-Feb-2020","         86.60","         87.30","         89.30","         86.75","         87.60","         87.70","         87.87","    1862591","           163665628.00","      14198","     510087","         27.39"
